"","Feature","Comp1_Loading","Comp2_Loading"
"x419","352.95994_1.2174",0.000205091689122462,0.00188129008598312
"x420","324.96502_1.2187",0.00030574740493445,0.00223771687548886
"x421","225.01649_1.2274",0.000130952902529655,-0.000126310351238898
"x422","334.9939_1.2345",0.000550747722310373,0.00293608453227811
"x423","362.98883_1.2339",0.000289004947667582,0.00180330655360688
"x424","240.04844_1.2339",0.000227951036347819,0.00208077342825619
"x425","483.63306_1.2494",-6.99467003338615e-05,-0.000160478596482669
"x426","329.08721_1.2403",0.00102818771148633,-3.84331084592396e-05
"x427","479.98343_1.2629",0.000775822166934804,-0.000698256342541569
"x428","521.94903_1.2674",0.00092013124539523,-0.000316908326147024
"x429","485.63018_1.249",-0.000109082052237938,-0.000220164750078226
"x430","239.75988_1.268",0.000327599306616334,-0.00226313475915318
"x431","241.75743_1.268",0.000751197775315641,-0.00446304721445704
"x432","243.75451_1.268",0.000449837443150351,-0.00269742509806224
"x433","510.91243_1.2648",0.000667675898821548,-0.000260951876207072
"x434","424.01973_1.2699",0.0175762492977513,-0.00507822829585318
"x435","422.02484_1.2705",0.148937245283458,-0.0438252448016834
"x436","520.94133_1.2661",0.00137449750975718,-0.000371147594040772
"x437","245.75172_1.2667",0.000114247885483983,-0.00076451712535833
"x438","152.9859_1.2737",0.000849911527874473,3.26659880466429e-05
"x439","490.01237_1.2661",0.00101347315862057,-0.000439898559067097
"x440","845.05653_1.2693",0.000907805960829765,-0.000287402097120805
"x441","867.03866_1.2674",0.000707638032121572,-0.000276224675356022
"x442","552.95047_1.3119",0.00274680102514252,0.00132191210997093
"x443","214.87942_1.2784",-0.000635884031556507,-0.00123868145091326
"x444","873.08796_1.2905",0.0095304496290151,-0.00264628711216016
"x445","436.04023_1.2912",0.754696690294706,-0.0204489686945877
"x446","535.96527_1.2883",0.00454139599901571,-0.000486012671911201
"x447","438.03488_1.2906",0.0926757106221213,-0.00817531012510882
"x448","925.99962_1.2923",0.00345004304197056,-0.000936309046593747
"x449","895.06983_1.2918",0.00605299026577999,-0.00176126484106003
"x450","249.90617_1.2966",0.00162682864685549,0.000758478512777155
"x451","599.97827_1.3018",0.00123704275284771,0.00270365235395196
"x452","277.93607_1.1354",5.41088964896473e-05,-0.00448351886759866
"x453","440.03111_1.2974",0.00199565366996967,0.00139841699765072
"x454","614.94244_1.3054",0.00260182131423379,0.00171556826573167
"x455","522.02042_1.3093",0.00123759512892637,-0.00121164909373471
"x456","523.0124_1.3005",0.001776626181434,0.000179606063140374
"x457","521.01751_1.3031",0.0112751567541188,0.00231589045558078
"x458","551.94702_1.305",0.0126920279780739,0.00433137868667359
"x459","553.94168_1.3112",0.0019057565642001,0.000374199058387392
"x460","615.94948_1.3117",0.00119096274577128,0.000389069258965737
"x461","206.90948_1.3167",-0.00125545910739684,-0.000181593391704273
"x462","488.95118_1.3169",0.00191607250689888,-7.12002153172757e-05
"x463","617.95078_1.3205",0.00149052163523867,0.000824366889940216
"x464","248.89303_1.3286",0.000863931315089584,-0.000368167093963719
"x465","344.90149_1.3311",0.00215589649360313,-0.00113799488093496
"x466","241.89849_1.333",-0.0103187767822471,0.00472074653130264
"x467","258.90089_1.3337",0.00196429195361902,0.0381268286808554
"x468","256.90582_1.335",0.000454482632583748,0.00273598051413476
"x469","250.89122_1.3324",0.000703501306267952,0.000501428074673921
"x470","286.89594_1.3387",0.00425460716905446,0.0419812963330442
"x471","284.90061_1.3387",0.000797590114446846,0.00336033419029305
"x472","305.8905_1.3369",-0.00151277243772316,0.00816588305194079
"x473","303.88608_1.3394",-0.0577437933076644,0.322008619280664
"x474","301.89082_1.3419",-0.00376904091079601,0.0213808310182665
"x475","195.90544_1.3419",-0.00099469205413066,0.0104305287293243
"x476","211.90016_1.3382",0.000337270355850128,0.00103866068379865
"x477","304.88546_1.347",-0.00118433622901004,0.00646408653323192
"x478","225.92606_1.3475",-0.0182464644284397,0.0184504028709859
"x479","207.87804_1.3475",0.000221433676258615,0.000721922732908717
"x480","257.89328_1.3332",0.000593133976852435,0.0208789467376965
"x481","304.05775_1.3413",0.000184824379421305,-0.00081779823879764
"x482","336.87841_1.3481",-0.000243378044939847,-0.000211930487742382
"x483","213.91616_1.3535",-0.000595313723579822,-0.000765026352824229
"x484","636.92464_1.3551",0.000764916176279796,0.00100185864524211
"x485","149.91266_1.3613",0.00076747050031687,0.00264195634580794
"x486","605.99493_1.3628",0.00017435715149199,0.000258074103916048
"x487","260.90595_1.3709",3.70504845386839e-05,0.000890960283625659
"x488","249.89148_1.3809",0.000221445803454229,0.00239046174178651
"x489","244.89616_1.3892",0.00143693103897427,0.00218278378464742
"x490","246.89466_1.3835",0.00112982118420137,0.000964828348737572
"x491","245.90199_1.3861",0.000917518896736311,0.00280134214310146
"x492","332.09794_1.41",0.0013250976108682,-0.0017287269535717
"x493","275.87163_1.3955",-0.000667453700104736,0.00373277856278875
"x494","295.83053_1.3948",0.000122015281983174,0.00302106405786426
"x495","534.9569_1.3263",-8.81862978025369e-06,-8.41324113414423e-05
"x496","420.81347_1.3967",-0.000641856843590068,0.00396851612245665
"x497","245.89411_1.3924",0.0233484576678115,0.0601343077555082
"x498","304.05643_1.359",0.000155983607720569,0.000231087998727281
"x499","197.9058_1.3855",0.000751389599700788,0.00164722710782697
"x500","211.9461_1.4042",-0.000310010656963236,0.00138720480307554
"x501","247.89177_1.4013",0.0014747948454494,0.00917353544804375
"x502","210.94934_1.4109",0.0014050133367074,0.00253263812898179
"x503","209.94851_1.4092",-0.00142858250727515,0.0111196498718894
"x504","273.88272_1.413",0.000155510565839749,0.0012020161602277
"x505","504.02775_1.4081",0.000439565670670331,0.00104649331897397
"x506","403.82323_1.4181",0.000108464374826337,0.000762623854686407
"x507","191.01934_1.2145",0.00345744676502651,-0.00045993489155535
"x508","201.9056_1.4289",-0.000752416528764887,-0.000102207150089079
"x509","259.02179_1.3454",-0.00469929767928969,0.00548804237655177
"x510","341.83548_1.4351",-0.000284932995335375,0.000290271311882218
"x511","224.05608_1.0676",0.00383366364417049,-0.00184062076418344
"x512","386.83325_1.4402",0.000116132541532675,0.000778999291669154
"x513","244.90278_1.4338",0.00014982105859758,-0.000336932945042736
"x514","278.86414_1.3816",-0.00746248679857589,0.002849584914762
"x515","133.01394_1.4558",0.00153351551480796,-0.0172290502482199
"x516","230.87437_1.4574",-0.000313065448445943,-0.00031966734647621
"x517","274.87206_1.4587",-0.000350997521918697,-2.31406553808594e-05
"x518","278.87089_1.4274",-0.00027688242582862,0.000225183481389287
"x519","232.87132_1.46",-0.000111213465318261,-7.91400601085167e-05
"x520","276.86707_1.3767",-0.021751282679225,0.00592477416707673
"x521","277.86724_1.4613",-7.51829009082206e-05,-9.95591041627591e-05
"x522","175.96823_1.4638",0.000329186611551984,0.000313286070490693
"x523","135.02963_1.1348",0.00114709610201022,-0.000600185406265331
"x524","332.91991_1.4747",0.000101857860045906,0.00190125185031961
"x525","451.0592_1.5199",0.00643525493058064,-0.0005322286767315
"x526","535.03353_1.4883",0.000687801921633522,0.000325541951439252
"x527","247.85252_1.4029",-0.00026575902608239,-0.000351815508472921
"x528","269.92403_1.4869",0.000322397915593595,0.0014907926370481
"x529","393.79452_1.4889",-0.000330794744177721,0.000168502517814283
"x530","253.84233_1.4908",-0.000331516211782112,-0.000543786273966218
"x531","305.90076_1.4921",-2.77279211838297e-05,0.000153333194212302
"x532","115.00346_1.342",0.00561086725137488,0.0952800999019579
"x533","205.85248_1.41",-0.000236854627422946,-0.000257798822084275
"x534","315.92947_1.4974",0.000122548971380792,0.000435395504629311
"x535","203.85542_1.4765",-0.000336157711094239,-0.000486382248382621
"x536","249.8482_1.4958",-0.00384345716694319,-0.00579429946728515
"x537","251.84526_1.4958",-0.00304862104794746,-0.00494679035280042
"x538","308.87304_1.4999",-0.000552352352298664,0.00113112030462065
"x539","330.04621_1.5021",0.000825941877065702,0.000899369862724951
"x540","216.87598_1.4744",-0.000774680693051051,-0.000380680787570837
"x541","452.05113_1.5205",0.00490124120699478,-0.000252863007164861
"x542","450.05596_1.5212",0.0414500621481996,-0.00221965356982886
"x543","452.03519_1.5322",0.000710001532369495,0.00193695172231925
"x544","548.97271_1.5355",0.00129074850805989,-0.000168001884942303
"x545","549.97955_1.525",0.000586263152067581,4.8921063844221e-05
"x546","518.04346_1.5374",0.000999618179331494,-0.000206314440852822
"x547","186.07675_1.5493",0.0001964806445895,-0.000297414773049147
"x548","284.04059_1.5366",0.000278666979449673,-0.000327103728461791
"x549","289.93614_1.5284",-0.000907516966573728,0.00329984726120197
"x550","345.11855_1.5827",0.000367936344261194,-0.000372224486452516
"x551","185.00864_1.6029",0.00115502351836324,-0.00126311877657918
"x552","214.07176_1.6253",0.000226361882195903,-0.000274519501833711
"x553","288.07181_1.4376",0.000359675927152788,-0.000446341999602099
"x554","359.09786_1.6333",0.00324206821410631,2.15362379437922e-05
"x555","235.10844_1.6315",-0.000103882079043807,0.000220512427899325
"x556","323.13419_1.7163",0.00319882078237244,-0.000771993279651532
"x557","391.12166_1.7218",0.000118770920844578,-6.86001083137713e-05
"x558","422.05109_1.7179",0.00022688150904321,-1.16714214164419e-06
"x559","129.01906_1.7254",-0.000136585203198068,0.000129479451366645
"x560","173.00874_1.7263",-0.000476115835652691,0.000208893063972063
"x561","371.09775_1.7349",-0.000205709088213503,-0.00205990966432709
"x562","315.0718_1.7691",0.000538497377843186,-0.000533623811444887
"x563","486.04592_1.7735",0.000790646231817555,-0.000940210637295648
"x564","387.12911_1.7829",0.00911498140668033,-0.00998313985220866
"x565","281.12366_1.7933",0.000532631686943045,-0.00121530429545885
"x566","380.0406_1.7952",0.000344790138270456,-0.000477428459032067
"x567","325.107_1.839",0.000315620076747411,-6.41139183613066e-05
"x568","369.13961_1.8865",0.000370685813658593,0.000151944272517734
"x569","229.0348_1.8968",0.000246459892335319,-0.000288159770745933
"x570","161.08158_1.915",-7.81500155461881e-06,0.000176765058638944
"x571","191.01936_1.6297",-9.04622934053717e-05,0.000321775619752696
"x572","327.10809_1.9478",0.00173832393214256,-0.00149038068548446
"x573","158.08188_1.9957",0.000444243417598131,-9.68174643013142e-05
"x574","465.07487_2.0318",0.00121817617054315,-0.000702834230108642
"x575","289.93623_1.7856",-2.39614166072939e-05,0.000331588250698548
"x576","137.02412_2.0203",0.000229779913949652,-0.000760421264252361
"x577","562.98834_2.008",0.000280900587563746,-0.000330202415563455
"x578","299.07671_2.0256",0.000948175597054782,-0.00332228628109563
"x579","464.0716_2.032",0.00725595795273979,-0.00427472562801073
"x580","466.06622_2.0359",0.000994250727107974,-0.000337509835655794
"x581","215.08215_2.1292",0.000669355611274319,-0.000228173602542397
"x582","138.05573_2.1875",0.000174135848389984,-0.000132081495844789
"x583","345.11869_2.2116",0.000237653145131258,-0.000279954150429715
"x584","417.13977_2.1882",0.00122707054562123,-0.00137930839182618
"x585","133.01397_1.9864",6.80300889091456e-05,-0.00139315101358526
"x586","293.12379_2.2878",0.000262003026461721,-0.000327459198419667
"x587","229.10766_2.3398",0.000178287115867845,0.000342477683684574
"x588","318.08249_2.3703",0.000195766344384312,-0.000237416000561979
"x589","252.08728_2.461",0.000320583018797874,-0.000380886361981412
"x590","314.08775_2.4763",0.000275407252753521,-0.000513317782186867
"x591","226.0717_2.5017",0.000523769273597843,-0.000635188289323497
"x592","357.11863_2.5017",0.000262795069470694,-0.000318702376431566
"x593","175.06074_2.5222",-0.000232972471092387,0.000904095530647057
"x594","330.8146_2.747",0.000226462682681159,0.000114650072544378
"x595","248.89948_2.754",-0.000476103754432176,-0.000795941805380403
"x596","247.83848_2.7406",-0.000251218141323023,-0.000677572478024159
"x597","152.89472_2.7561",-0.000424060028771589,-0.000896892501878128
"x598","216.90907_2.7482",-0.000194544326640881,-0.000745344760977658
"x599","185.89232_2.7543",-0.000463856071428323,-0.000481085609098369
"x600","186.92916_2.7532",-0.000581641053098951,-0.00121997761175048
"x601","183.87665_2.7463",-0.000168231879217166,-0.000573233102692448
"x602","291.86466_2.7515",-0.000287255371281508,-0.000587567604317288
"x603","247.84799_2.7511",0.000382174195978691,-0.000174684233890043
"x604","267.80693_2.7577",0.000496492790335378,0.000180668410807757
"x605","196.88468_2.7527",-0.00131062061347944,-0.00181209652423604
"x606","226.91775_2.7565",-0.000860500468892429,-0.000980173142110345
"x607","213.88733_2.74",-0.000453461287284456,-0.00414910824308587
"x608","309.86951_2.757",-0.000530630283953363,-0.000780370173022668
"x609","164.94715_2.7589",-0.000734661025709867,-0.00105136066391358
"x610","180.9122_2.7626",-0.00174493407867185,-0.00153324749428022
"x611","358.80939_2.7651",6.40663819060861e-05,-7.98777409317423e-05
"x612","169.88218_2.7598",6.04500392215368e-05,-5.8316262827467e-05
"x613","239.88698_2.7458",-7.42024179245105e-05,-0.000294818771662247
"x614","241.88228_2.7272",-0.00220573763559192,-0.0138052124778638
"x615","414.02487_2.8444",0.000247366995889381,-0.000299992604069671
"x616","315.10821_2.8591",0.00150980445698308,-0.00107299523894622
"x617","429.9833_2.8755",0.000688647344080571,-0.000415910190380058
"x618","353.04852_2.8788",0.000370345959117926,-0.000403940415884638
"x619","285.0611_2.8766",0.00818203849322181,-0.00644037904196189
"x620","330.04623_2.8918",-0.000425008589138644,-0.000559558260430947
"x621","286.06441_2.8791",0.00103010179080159,-0.000895756954207737
"x622","241.0115_3.0097",-0.000738318013154453,0.00086160430358598
"x623","373.14985_3.026",4.73202148598177e-05,8.34854067242014e-05
"x624","606.07356_3.0169",0.000230088393339832,-0.000141880368712973
"x625","323.02809_3.1134",0.000113668623989267,0.000615160277023574
"x626","468.15032_3.1077",0.000651208975910005,-0.000387912941864535
"x627","565.04686_3.1152",-0.00276443586697068,0.00119592490282367
"x628","514.15576_3.1057",0.000601817601290028,-0.00053461556424888
"x629","385.11355_3.1271",0.000840471963063293,-0.000902609592260204
"x630","431.11878_3.1213",0.000201396591877882,-0.000236173462273581
"x631","329.08735_3.1537",0.00085377980800823,-7.21124623536111e-05
"x632","226.50369_3.4292",0.000247911831711424,0.000755251686790766
"x633","431.19152_3.4667",0.00139249939444289,-0.00185526420877163
"x634","577.00413_3.4967",0.00161525958601079,-0.00026527653050743
"x635","546.07495_3.503",0.00142297542640041,-0.000320676004760062
"x636","478.08725_3.5008",0.0311737235596822,-0.0143991042308756
"x637","480.08181_3.5023",0.00365922460593779,-0.00168200739734727
"x638","479.09049_3.5036",0.00532845148012434,-0.00349035823673618
"x639","374.05798_3.531",0.000555003795553802,0.000586121532894609
"x640","205.04977_3.6113",0.00162571592317027,-0.00118018280398776
"x641","223.06078_3.5992",0.000521684398789558,-0.000632659941707025
"x642","421.09038_3.5992",0.000256175591954387,-0.000310674872749267
"x643","515.07123_3.6087",0.000502298897440752,-0.000598777460829433
"x644","580.01779_3.5992",0.000420776458068535,-0.000510287917069761
"x645","598.02307_3.6027",0.000614801192714176,-0.000737338998403294
"x646","646.96343_3.5992",0.000324455241925741,-0.000393478257188737
"x647","769.2188_3.5992",0.000595697454483696,-0.000722416282091794
"x648","448.109_3.6143",0.00308478822521891,-0.00267774802512034
"x649","483.09049_3.6279",0.00200055711533616,-0.00171034442618563
"x650","433.20708_3.6148",0.000225215201051346,-0.000273128910644652
"x651","533.04369_3.6148",0.000515169165013665,-0.000624758855405548
"x652","530.03553_3.6181",0.0058416332684264,-0.00449128407112973
"x653","453.10083_3.62",0.00414430247038469,-0.00367653378014636
"x654","387.1188_3.6193",0.00299034142059556,-0.00244653653971497
"x655","385.11349_3.6223",0.0908221122316301,-0.0773158096125328
"x656","387.16558_3.7713",0.00142888300688762,-0.000196617441083668
"x657","285.0611_3.927",5.35561393597804e-05,-0.00258080539039799
"x658","178.01754_3.9468",0.000755515138192062,0.00310392999561219
"x659","325.1499_4.0158",-6.60355467774377e-05,-0.000333734606815062
"x660","431.19148_4.0669",0.00482564673283019,-0.00637959054452735
"x661","403.12379_4.0834",0.00036494974348879,-0.000403997507610842
"x662","583.20247_4.0807",0.000762083375022106,-0.000643854219767809
"x663","151.03974_4.2722",-6.2995974155669e-05,0.000205968610690939
"x664","389.10849_4.3423",0.00137658248565513,0.000274256570942241
"x665","238.06928_4.4888",0.000380553034882973,-0.000204626070796935
"x666","316.01309_4.4822",0.000391620119601023,-0.000169199893188455
"x667","322.09271_4.4768",0.0004947430111666,-0.000463529461737698
"x668","172.09757_4.4801",0.00870819636743012,-0.00506589173113205
"x669","433.20723_4.4836",0.00188966947634558,-0.00228792521581749
"x670","130.08703_4.4863",0.00153015930592467,-0.00089257269930872
"x671","315.0043_4.4868",0.000951474014232226,-0.000261812291427356
"x672","755.20294_4.5467",0.00148437534151543,-0.00180012445361315
"x673","371.13414_4.9835",0.000309410384652722,0.00340820805921776
"x674","470.0509_5.2747",5.99760570763487e-05,0.000120732170718836
"x675","387.16559_5.1788",6.63798567484141e-05,0.000103754642359671
"x676","225.11286_5.284",0.000739175539325535,4.61868935332231e-05
"x677","433.20721_5.6552",0.0013563268732477,-0.0015194353581167
"x678","551.17624_5.4963",0.000944831133197437,-0.000226901461731156
"x679","315.13468_5.382",0.000300322816019835,-0.000364212633528069
"x680","552.17966_5.5086",0.000442810937128682,-0.000392783062523597
"x681","457.13458_5.3947",0.000247940336461659,-0.000300687899664201
"x682","372.13755_5.5298",-7.08354613127536e-05,0.000949119998798106
"x683","470.05085_5.5549",-3.85486069250454e-05,0.000308673512728952
"x684","420.04575_5.4234",-0.00960460759246191,-0.0277226057078484
"x685","518.96218_5.4231",-0.000206361157814222,-0.000790011847066985
"x686","422.0406_5.4279",-0.00104578720744447,-0.00333988282559065
"x687","519.96852_5.4367",-4.98616870992401e-05,-0.000173510350156454
"x688","488.03301_5.43",-0.000298211248809152,-0.00101269387758985
"x689","323.13422_5.4789",-0.00016242418359148,2.0927197901e-05
"x690","371.13414_5.5716",0.00119968491830756,0.00906450094534889
"x691","239.09203_5.5869",0.000623740553298452,-0.000520282147116414
"x692","353.18123_5.4778",0.000921985461157112,-0.00119279691197758
"x693","385.11357_5.6389",0.000527417804512343,-0.000639612897652323
"x694","329.12373_5.6473",0.00196712402230536,-0.00121925905366874
"x695","167.0346_5.6725",0.000256905298137287,-0.000311559794415032
"x696","551.17621_5.7596",0.000376423593205623,9.09961003884806e-05
"x697","387.16559_5.8731",7.7535413724212e-05,4.75698961219979e-05
"x698","765.66437_5.8924",0.000134627390631337,-0.000163272206708926
"x699","802.20395_5.905",0.000611850241065072,-0.000774487685001341
"x700","837.1844_5.9036",0.000425466295580044,-0.00047117057475383
"x701","857.14405_5.9018",0.00053734945224158,-0.000536493448310673
"x702","906.11228_5.8924",0.000137754702843766,-0.000167064728133635
"x703","838.12502_5.9019",0.00107312744052182,-0.00122417173518999
"x704","739.20839_5.9038",0.0144995384387297,-0.018503814659046
"x705","807.19567_5.9016",0.000683207083355876,-0.000906608531030114
"x706","301.11891_5.9141",0.0014974740685417,-0.00164526504785311
"x707","459.18661_6.0219",0.000142516778529288,0.000209770047515087
"x708","165.01889_6.0462",0.00016260777973775,0.000156157757832363
"x709","385.18624_6.0606",0.000256330314132833,-0.000299315006746066
"x710","530.1084_6.335",0.000321072453555534,-0.000368156383288472
"x711","431.19152_6.0711",0.00353318326257447,-0.00432771865904901
"x712","593.15044_6.0935",0.00034023696051345,-0.000422542120785138
"x713","681.23916_6.1439",0.000325977448297492,-0.00035440561347459
"x714","369.17604_6.1547",-2.61666418014194e-05,-0.000173018743147391
"x715","281.06615_6.2479",0.000183088711223945,1.89837821561265e-05
"x716","352.10331_6.2717",0.00036320729307301,-5.60104484720479e-05
"x717","653.61937_6.2934",0.000380017155566552,-0.000460858721167726
"x718","676.62232_6.315",0.000814175427843901,-0.000979722523367547
"x719","433.19655_6.3371",0.000171474132066857,-0.000258221456642772
"x720","1255.33341_6.3309",0.00149058404135894,-0.00179289019120464
"x721","329.12373_6.3102",0.000130706496673733,0.000198550012126313
"x722","627.16317_6.3258",0.00884996546024469,-0.0090123420810108
"x723","448.18156_6.3417",0.000509040411747525,-0.000537149234876833
"x724","431.19147_6.3353",0.00544211415463664,-0.00780553462516723
"x725","285.01807_6.365",0.000398420324554943,-0.000359905906486666
"x726","695.10582_6.3497",0.000273584296603572,-0.000331786575346811
"x727","985.21259_6.3649",0.000220847315364981,-7.97748448537965e-05
"x728","1007.19475_6.3725",0.000373421428502608,1.3571399066593e-05
"x729","641.00191_6.3756",0.000295128821244557,0.000151201667762016
"x730","577.08033_6.3743",0.000432518023413976,-4.74395289465316e-05
"x731","642.99106_6.375",0.000274286343724431,0.000184949821687583
"x732","589.02467_6.3734",0.000260594861021423,0.000114432023743327
"x733","612.06245_6.3702",0.000248769402729881,7.11733924044591e-05
"x734","563.02462_6.3714",0.000345610295475475,0.000182712256525982
"x735","636.16847_6.365",0.000609249140737553,-0.000738850541598865
"x736","727.2448_6.1416",0.000581149491159518,-0.000716021303390302
"x737","707.94764_6.3771",0.000289559562292279,0.000184189439303787
"x738","632.02011_6.3745",0.000239894560880189,5.94781969386556e-05
"x739","491.75015_6.3634",8.59948675833718e-05,8.4209685959214e-05
"x740","628.07814_6.376",0.000200070782344049,4.70709597710452e-05
"x741","594.02819_6.3748",0.000507164499802636,0.000188559720271066
"x742","592.0249_6.377",0.0012674130850273,0.000587570070749535
"x743","593.01433_6.3779",0.000425818562429152,6.02717330761438e-05
"x744","562.0848_6.3764",0.000369725363456617,6.67057245230632e-05
"x745","494.0976_6.3754",0.0138132984466231,0.00123803644251286
"x746","560.09032_6.3754",0.00328307355006773,0.000781465102863776
"x747","591.0197_6.3761",0.00386944936735859,0.00146261258222481
"x748","659.00733_6.3765",0.00056159030436904,0.000317327256642539
"x749","496.09494_6.3788",0.000481685028007275,5.74072221374185e-05
"x750","289.08258_6.3964",6.23657189440821e-05,-0.000287876847640899
"x751","173.08143_6.3921",-4.61111578339193e-05,-0.000122037018982758
"x752","609.14538_6.4088",0.000956987715703292,-0.00132408213440307
"x753","613.21293_6.4348",0.000201381221618029,-0.000188186415685043
"x754","401.10824_6.4268",0.000286442908848674,-0.000324650766712344
"x755","477.06358_6.4709",-1.73326828199874e-05,0.000801195683660298
"x756","388.07366_6.4808",0.0028511617885922,-0.00113000158185758
"x757","390.06871_6.4729",0.000153305008698751,-0.000172064447165701
"x758","385.11367_6.561",0.000400800846985134,-0.000437370930692772
"x759","439.96749_6.5716",-0.000157901696314328,-1.10230597654034e-05
"x760","323.04026_6.5709",-0.000571666372282615,-0.000371773859465515
"x761","391.02768_6.5696",-0.000287026521761062,-0.000138333447399588
"x762","207.02943_6.5716",-0.00251479438757867,-0.00152505573599728
"x763","467.96253_6.5738",-0.000179178342250382,5.30751957394409e-05
"x764","163.03971_6.5729",-0.00140576342446486,-0.000739598819287206
"x765","225.04005_6.5729",-0.00198072061836025,-0.00099052036591974
"x766","149.02399_6.5736",-0.000230471603972818,-9.30065536624734e-05
"x767","341.05078_6.5736",-0.000739933125675659,-0.000424728959944147
"x768","134.03705_6.5742",-0.000233339528478416,-0.000170860335181683
"x769","451.05641_6.596",0.000874168951235648,-0.000414845348361225
"x770","133.01395_6.5756",-0.00034110835875756,-0.000281553734846889
"x771","209.04503_6.5768",-0.000539480005679296,-0.000142190233447259
"x772","422.96554_6.5768",-4.62453857937889e-05,4.36361920806691e-06
"x773","325.05596_6.5794",-0.000585326705016365,-0.000400144406332056
"x774","409.03837_6.5738",-0.000203978745288684,-6.826483825742e-05
"x775","299.9846_6.5825",0.000576412362507055,-0.000699029066639425
"x776","815.15711_6.5928",0.000617225788387942,-0.000595146375033846
"x777","543.97385_6.6072",0.000871846838040756,-7.30309151123383e-05
"x778","919.09497_6.5953",0.00114345198479525,-0.000750129156196606
"x779","446.7541_6.5961",0.000492753103429425,-0.000296816275343038
"x780","447.3591_6.6124",0.000366173610206063,-6.95500839504561e-05
"x781","527.01038_6.5912",0.000739752808103544,-0.00061567693110421
"x782","895.11383_6.6005",0.0018071411252737,-0.00126245288231758
"x783","948.02453_6.5889",0.00121309190858682,-0.000991559527128135
"x784","473.50804_6.5976",0.00152693250059273,-0.000779507878121471
"x785","547.96451_6.6048",0.000718355107587542,-0.000137454102514083
"x786","595.95208_6.6091",0.000820201814109097,-9.50416802647498e-05
"x787","940.17106_6.5988",0.00205968834426495,-0.00142447201375438
"x788","586.97085_6.6044",0.0008489580945965,-3.21188442459891e-05
"x789","517.97474_6.6043",0.00094817774579151,-9.43375469712067e-05
"x790","917.09558_6.6031",0.00470551465339336,-0.00282973821257408
"x791","567.01188_6.6057",0.000820909892524346,-1.8202242893046e-05
"x792","662.89764_6.607",0.00076243183558292,3.70417817878875e-05
"x793","517.03467_6.6063",0.000922894186818598,-0.000178184516449921
"x794","532.0301_6.6038",0.00140147840284173,2.21381888558717e-05
"x795","548.9779_6.6044",0.00192319893368879,-0.000363263637540727
"x796","583.02819_6.6083",0.000861918872289732,-0.000163345717601984
"x797","469.03454_6.6084",0.00135938247997563,-0.000259013332137128
"x798","613.95701_6.6031",0.00230097740678545,-0.000141734532270793
"x799","499.96463_6.605",0.00155890585242222,-0.000280653863496554
"x800","449.04716_6.6037",0.0398936987280691,-0.0159482305217753
"x801","461.03294_6.6346",0.00100774909917299,-0.000822325524801265
"x802","479.04294_6.6101",0.00100212799785681,-0.000579099903665076
"x803","515.04027_6.6043",0.012601843587841,-0.0030468037991086
"x804","447.05316_6.6044",0.530269047108541,-0.212060541523838
"x805","465.04148_6.6109",0.00175468492711403,-0.000825168810765454
"x806","546.97617_6.605",0.00539424585344795,-0.00148784066932864
"x807","446.74111_6.6152",8.59875415050841e-05,6.11820993047358e-06
"x808","545.96976_6.6057",0.0134842172210584,-0.00290478108749193
"x809","463.04801_6.6089",0.03288978667028,-0.0120182073966186
"x810","445.03755_6.6103",0.0133930849801011,-0.00480885772774874
"x811","561.96368_6.6054",0.000455984622979076,-0.000179220242514146
"x812","825.24505_6.6322",0.000531247406872797,-0.000446768509591684
"x813","383.0978_6.6456",0.000318198740319339,-0.000647026780190936
"x814","329.15022_6.6925",0.000164701709740857,-0.000199743621076541
"x815","230.01243_6.7",-8.7449056213756e-05,-0.000127416840483462
"x816","755.20303_6.715",0.000214291838935012,-0.000372396440509313
"x817","341.12361_6.7168",0.00047823000896802,-0.000346421457260436
"x818","385.14992_6.7193",4.98252376329873e-05,0.00231737759781067
"x819","169.04037_6.7226",0.00698365986986659,-0.00112602380543251
"x820","484.06666_6.7171",2.60843442038708e-05,0.000145507514382319
"x821","521.202_7.0856",0.00150025643758077,-0.00140051694636889
"x822","648.16905_6.7515",0.00143431374008324,-0.00143087169770484
"x823","443.10818_6.7472",0.000970553832550692,-0.00110947776272437
"x824","887.22409_6.7417",0.000369280050303881,-0.000447837730942893
"x825","397.14974_6.7387",3.49459232540518e-05,-0.000163558003361079
"x826","670.16401_6.7513",0.00213521598505897,-0.00197215145882942
"x827","905.23448_6.7641",0.000965046662884136,-0.00110510466484433
"x828","679.16876_6.7752",0.000571721394188412,-0.000693340284502362
"x829","581.18677_6.7862",0.000235211911478206,-7.50047115884625e-05
"x830","359.13442_6.792",0.000207441643310711,-0.000251574747214225
"x831","415.16045_6.7874",-2.60610166806725e-05,3.95764067907751e-05
"x832","507.07399_6.8211",0.00017049131449896,0.000276143833440255
"x833","523.06897_6.822",0.000660587278670131,0.000671347848659101
"x834","691.12737_6.8719",0.000192495004587821,-0.000366741600385831
"x835","711.08627_6.8719",0.000334176081403694,-0.000553156224732475
"x836","439.08755_6.8534",-0.000115446582252639,-6.01049857626249e-06
"x837","692.06734_6.8715",0.000724115938644399,-0.00123221603615619
"x838","593.15042_6.8722",0.0133575987496642,-0.0246465077718874
"x839","661.13799_6.8722",0.000560531189407301,-0.00112087095842453
