formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C40H72N2O13	[M + H]+	C40H73N2O13+	Carbohydrates	0.603	Nucleosides	0.421	Pyrimidine nucleosides	0.625	Lipids and lipid-like molecules	0.815	Fatty Acyls	0.831	Fatty amides	0.670	N-acyl amines	0.538	N-acyl amines	0.538	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Nitrobenzenes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Organic nitro compounds; Carboxylic acid esters; Organic oxoazanium compounds; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; C-nitro compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	789.512	1088	18.138	755819986237726264	755805574732087556	1544	
1	C40H72N2O13	[M + H]+	C40H73N2O13+	Carbohydrates	0.603	Nucleosides	0.421	Pyrimidine nucleosides	0.625	Lipids and lipid-like molecules	0.815	Fatty Acyls	0.831	Fatty amides	0.670	N-acyl amines	0.538	N-acyl amines	0.538	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Nitrobenzenes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Organic nitro compounds; Carboxylic acid esters; Organic oxoazanium compounds; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; C-nitro compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	789.512	1088	18.138	755819987798007364	755813273262523514	1544	
1	C54H90O10	[M + H]+	C54H91O10+	Terpenoids	0.773	Sesquiterpenoids	0.179	Farnesane sesquiterpenoids	0.702	Lipids and lipid-like molecules	0.974	Fatty Acyls	0.775	Fatty acyl glycosides	0.442	Alkyl glycosides	0.556	Alkyl glycosides	0.556	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Tertiary alcohols; Polyterpenoids; Oxanes; Alkyl glycosides; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	899.657	1088	18.142	755819961952705698	755813279117772266	1640	
1	C54H90O10	[M + H]+	C54H91O10+	Terpenoids	0.773	Sesquiterpenoids	0.179	Farnesane sesquiterpenoids	0.702	Lipids and lipid-like molecules	0.974	Fatty Acyls	0.775	Fatty acyl glycosides	0.442	Alkyl glycosides	0.556	Alkyl glycosides	0.556	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Tertiary alcohols; Polyterpenoids; Oxanes; Alkyl glycosides; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	899.657	1088	18.142	755819968005086518	755805714589762089	1640	
1	C37H64O5	[M + Na]+	C37H64NaO5+	Fatty acids	0.758	Glycerolipids	0.918	Diacylglycerols	0.726	Lipids and lipid-like molecules	0.981	Glycerolipids	0.717	Diradylglycerols	0.390	Diacylglycerols	0.489	1,2-diacylglycerols	0.634	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	611.464	1089	18.146	755819951278201791	755805561213844900	1302	
1	C37H64O5	[M + Na]+	C37H64NaO5+	Fatty acids	0.758	Glycerolipids	0.918	Diacylglycerols	0.726	Lipids and lipid-like molecules	0.981	Glycerolipids	0.717	Diradylglycerols	0.390	Diacylglycerols	0.489	1,2-diacylglycerols	0.634	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	611.464	1089	18.146	755819955338288152	755805698546548057	1302	
1	C37H64O5	[M + Na]+	C37H64NaO5+	Fatty acids	0.758	Glycerolipids	0.918	Diacylglycerols	0.726	Lipids and lipid-like molecules	0.981	Glycerolipids	0.717	Diradylglycerols	0.390	Diacylglycerols	0.489	1,2-diacylglycerols	0.634	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	611.464	1089	18.146	755819985201733173	755813260318900506	1302	
1	C10H18O2P2S3	[M + Na]+	C10H18NaO2P2S3+	Terpenoids	0.574	Monoterpenoids	0.903	Menthane monoterpenoids	0.213	Organic acids and derivatives	0.694	Organic dithiophosphoric acids and derivatives	0.907	Dithiophosphate S-esters	0.722			Dithiophosphate S-esters	0.722	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Chemical entities	350.987	1089	18.146	755819976607604108	755813190374682486	134	
1	C10H18O2P2S3	[M + Na]+	C10H18NaO2P2S3+	Terpenoids	0.574	Monoterpenoids	0.903	Menthane monoterpenoids	0.213	Organic acids and derivatives	0.694	Organic dithiophosphoric acids and derivatives	0.907	Dithiophosphate S-esters	0.722			Dithiophosphate S-esters	0.722	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Chemical entities	350.987	1089	18.146	755819977320635817	755805632154905525	134	
1	C10H18O2P2S3	[M + Na]+	C10H18NaO2P2S3+	Terpenoids	0.574	Monoterpenoids	0.903	Menthane monoterpenoids	0.213	Organic acids and derivatives	0.694	Organic dithiophosphoric acids and derivatives	0.907	Dithiophosphate S-esters	0.722			Dithiophosphate S-esters	0.722	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Chemical entities	350.987	1089	18.146	755820000448028384	755805485124971520	134	
1	C40H72N2O13	[M + H]+	C40H73N2O13+	Fatty acids	0.838	Spingolipids	0.172	Neutral glycosphingolipids	0.163	Lipids and lipid-like molecules	0.928	Fatty Acyls	0.929	Fatty acyl glycosides	0.510			Fatty acyl glycosides	0.510	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	789.511	1089	18.150	755819961684270225	755805536706525104	910	
1	C40H72N2O13	[M + H]+	C40H73N2O13+	Fatty acids	0.838	Spingolipids	0.172	Neutral glycosphingolipids	0.163	Lipids and lipid-like molecules	0.928	Fatty Acyls	0.929	Fatty acyl glycosides	0.510			Fatty acyl glycosides	0.510	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	789.511	1089	18.150	755819989215682128	755813236784659238	910	
1	C40H72N2O13	[M + H]+	C40H73N2O13+	Fatty acids	0.838	Spingolipids	0.172	Neutral glycosphingolipids	0.163	Lipids and lipid-like molecules	0.928	Fatty Acyls	0.929	Fatty acyl glycosides	0.510			Fatty acyl glycosides	0.510	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	789.511	1089	18.150	755819992684371582	755805677772158821	910	
1	C45H74O10	[M + H]+	C45H75O10+	Fatty acids	1.000	Glycerolipids	1.000	Glycosyldiacylglycerols	1.000	Lipids and lipid-like molecules	0.999	Glycerolipids	1.000	Glycosylglycerols	1.000	Glycosyldiradylglycerols	1.000	Glycosyldiacylglycerols	1.000	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	775.532	1089	18.150	755819959851359342	755813205042164394	342	
1	C45H74O10	[M + H]+	C45H75O10+	Fatty acids	1.000	Glycerolipids	1.000	Glycosyldiacylglycerols	1.000	Lipids and lipid-like molecules	0.999	Glycerolipids	1.000	Glycosylglycerols	1.000	Glycosyldiradylglycerols	1.000	Glycosyldiacylglycerols	1.000	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	775.532	1089	18.150	755819963030641854	755805646239379177	342	
1	C45H74O10	[M + H]+	C45H75O10+	Fatty acids	1.000	Glycerolipids	1.000	Glycosyldiacylglycerols	1.000	Lipids and lipid-like molecules	0.999	Glycerolipids	1.000	Glycosylglycerols	1.000	Glycosyldiradylglycerols	1.000	Glycosyldiacylglycerols	1.000	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	775.532	1089	18.150	755819985063321131	755805500597759796	342	
1	C45H78O10	[M + Na]+	C45H78NaO10+	Fatty acids	1.000	Glycerolipids	1.000	Glycosyldiacylglycerols	0.996	Lipids and lipid-like molecules	0.997	Glycerolipids	0.994	Glycosylglycerols	1.000	Glycosyldiradylglycerols	0.997	Glycosyldiacylglycerols	0.985	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	801.548	1089	18.151	755819962904812724	755813210192770054	432	
1	C45H78O10	[M + Na]+	C45H78NaO10+	Fatty acids	1.000	Glycerolipids	1.000	Glycosyldiacylglycerols	0.996	Lipids and lipid-like molecules	0.997	Glycerolipids	0.994	Glycosylglycerols	1.000	Glycosyldiradylglycerols	0.997	Glycosyldiacylglycerols	0.985	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	801.548	1089	18.151	755819991551909470	755805506343956624	432	
1	C45H78O10	[M + Na]+	C45H78NaO10+	Fatty acids	1.000	Glycerolipids	1.000	Glycosyldiacylglycerols	0.996	Lipids and lipid-like molecules	0.997	Glycerolipids	0.994	Glycosylglycerols	1.000	Glycosyldiradylglycerols	0.997	Glycosyldiacylglycerols	0.985	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	801.548	1089	18.151	755819998568980181	755805651259961413	432	
1	C12H11N	[M + H]+	C12H12N+	Alkaloids	0.636	Anthranilic acid alkaloids	0.056	Pyridine alkaloids	0.032	Benzenoids	0.998	Benzene and substituted derivatives	0.989	Aniline and substituted anilines	0.948			Aniline and substituted anilines	0.948	Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	170.096	1090	18.165	755819956277812281	755805640207969645	245	
1	C12H11N	[M + H]+	C12H12N+	Alkaloids	0.636	Anthranilic acid alkaloids	0.056	Pyridine alkaloids	0.032	Benzenoids	0.998	Benzene and substituted derivatives	0.989	Aniline and substituted anilines	0.948			Aniline and substituted anilines	0.948	Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	170.096	1090	18.165	755819964079217877	755805494218223032	245	
1	C12H11N	[M + H]+	C12H12N+	Alkaloids	0.636	Anthranilic acid alkaloids	0.056	Pyridine alkaloids	0.032	Benzenoids	0.998	Benzene and substituted derivatives	0.989	Aniline and substituted anilines	0.948			Aniline and substituted anilines	0.948	Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	170.096	1090	18.165	755819992470462067	755813198742319406	245	
1	C12H7FN2O6S	[M + Na]+	C12H7FN2NaO6S+	Shikimates and Phenylpropanoids	0.250	Coumarins	0.073	Simple coumarins	0.121	Benzenoids	0.983	Benzene and substituted derivatives	0.932	Nitrobenzenes	0.658			Nitrobenzenes	0.658	Organic compounds; Organosulfur compounds; Halobenzenes; Nitrobenzenes; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	348.990	1091	18.188	755819975475142005	755805632339454913	137	
1	C12H7FN2O6S	[M + Na]+	C12H7FN2NaO6S+	Shikimates and Phenylpropanoids	0.250	Coumarins	0.073	Simple coumarins	0.121	Benzenoids	0.983	Benzene and substituted derivatives	0.932	Nitrobenzenes	0.658			Nitrobenzenes	0.658	Organic compounds; Organosulfur compounds; Halobenzenes; Nitrobenzenes; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	348.990	1091	18.188	755819978700561864	755813190563426178	137	
1	C12H7FN2O6S	[M + Na]+	C12H7FN2NaO6S+	Shikimates and Phenylpropanoids	0.250	Coumarins	0.073	Simple coumarins	0.121	Benzenoids	0.983	Benzene and substituted derivatives	0.932	Nitrobenzenes	0.658			Nitrobenzenes	0.658	Organic compounds; Organosulfur compounds; Halobenzenes; Nitrobenzenes; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	348.990	1091	18.188	755819995570052771	755805485330492428	137	
1	C40H72N2O13	[M + Na]+	C40H72N2NaO13+	Amino acids and Peptides	0.461	Macrolides	0.390	Open-chain polyketides	0.265	Lipids and lipid-like molecules	0.875	Fatty Acyls	0.871	Fatty amides	0.600	N-acyl amines	0.516	N-acyl amines	0.516	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	811.494	1092	18.206	755819984505478686	755805541542557904	985	
1	C40H72N2O13	[M + Na]+	C40H72N2NaO13+	Amino acids and Peptides	0.461	Macrolides	0.390	Open-chain polyketides	0.265	Lipids and lipid-like molecules	0.875	Fatty Acyls	0.871	Fatty amides	0.600	N-acyl amines	0.516	N-acyl amines	0.516	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	811.494	1092	18.206	755819991782596200	755805681916131461	985	
1	C40H72N2O13	[M + Na]+	C40H72N2NaO13+	Amino acids and Peptides	0.461	Macrolides	0.390	Open-chain polyketides	0.265	Lipids and lipid-like molecules	0.875	Fatty Acyls	0.871	Fatty amides	0.600	N-acyl amines	0.516	N-acyl amines	0.516	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	811.494	1092	18.206	755820000611606250	755813241440336966	985	
1	C40H78NO8P	[M + Na]+	C40H78NNaO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.997	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.999	Glycerophosphocholines	0.996	Phosphatidylcholines	0.990	Phosphatidylcholines	0.990	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	754.536	1094	18.230	755819954436512770	755805700614340089	1346	
1	C40H78NO8P	[M + Na]+	C40H78NNaO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.997	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.999	Glycerophosphocholines	0.996	Phosphatidylcholines	0.990	Phosphatidylcholines	0.990	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	754.536	1094	18.230	755819964939050248	755813262650933690	1346	
