3037,3212,DreaMS,0.740,score=0.740
1781,6017,DreaMS,0.717,score=0.717
2800,2866,DreaMS,0.717,score=0.717
3654,3948,DreaMS,0.714,score=0.714
4779,7035,DreaMS,0.637,score=0.637
4300,5778,DreaMS,0.681,score=0.681
3849,4286,DreaMS,0.605,score=0.605
4747,5114,DreaMS,0.623,score=0.623
3034,3215,DreaMS,0.650,score=0.650
880,2234,DreaMS,0.657,score=0.657
4175,5104,DreaMS,0.612,score=0.612
5096,5346,DreaMS,0.672,score=0.672
865,2492,DreaMS,0.604,score=0.604
578,1120,DreaMS,0.627,score=0.627
3003,5820,DreaMS,0.606,score=0.606
5822,5914,DreaMS,0.658,score=0.658
1971,2312,DreaMS,0.699,score=0.699
3023,3503,DreaMS,0.744,score=0.744
4048,5399,DreaMS,0.639,score=0.639
3039,5007,DreaMS,0.609,score=0.609
1971,3495,DreaMS,0.781,score=0.781
1156,3003,DreaMS,0.607,score=0.607
4187,5520,DreaMS,0.616,score=0.616
3732,6248,DreaMS,0.643,score=0.643
3034,3194,DreaMS,0.621,score=0.621
3734,3868,DreaMS,0.840,score=0.840
3039,3396,DreaMS,0.803,score=0.803
2748,5594,DreaMS,0.659,score=0.659
3228,3669,DreaMS,0.609,score=0.609
3846,4409,DreaMS,0.631,score=0.631
2409,3152,DreaMS,0.819,score=0.819
3852,4021,DreaMS,0.620,score=0.620
3419,3902,DreaMS,0.707,score=0.707
1009,2188,DreaMS,0.601,score=0.601
1629,1824,DreaMS,0.634,score=0.634
762,1971,DreaMS,0.636,score=0.636
3062,4761,DreaMS,0.610,score=0.610
2801,3775,DreaMS,0.699,score=0.699
1073,2654,DreaMS,0.906,score=0.906
1265,1320,DreaMS,0.604,score=0.604
2440,3563,DreaMS,0.943,score=0.943
4288,5446,DreaMS,0.708,score=0.708
2947,3950,DreaMS,0.792,score=0.792
1186,5000,DreaMS,0.644,score=0.644
1799,3098,DreaMS,0.633,score=0.633
3231,7186,DreaMS,0.669,score=0.669
2867,3125,DreaMS,0.720,score=0.720
4426,4725,DreaMS,0.628,score=0.628
820,2076,DreaMS,0.619,score=0.619
3407,4238,DreaMS,0.789,score=0.789
1204,4982,DreaMS,0.607,score=0.607
2791,3962,DreaMS,0.646,score=0.646
4409,4742,DreaMS,0.616,score=0.616
1231,1354,DreaMS,0.770,score=0.770
1620,5104,DreaMS,0.727,score=0.727
2989,4421,DreaMS,0.625,score=0.625
842,2456,DreaMS,0.764,score=0.764
3272,3442,DreaMS,0.676,score=0.676
3039,4742,DreaMS,0.905,score=0.905
3387,4258,DreaMS,0.626,score=0.626
2959,3577,DreaMS,0.705,score=0.705
1155,2483,DreaMS,0.655,score=0.655
2797,5200,DreaMS,0.829,score=0.829
1190,2641,DreaMS,0.758,score=0.758
1430,4861,DreaMS,0.607,score=0.607
2191,7523,DreaMS,0.670,score=0.670
5128,5251,DreaMS,0.761,score=0.761
1244,1741,DreaMS,0.641,score=0.641
5126,5253,DreaMS,0.951,score=0.951
569,2372,DreaMS,0.707,score=0.707
709,1493,DreaMS,0.620,score=0.620
804,2454,DreaMS,0.670,score=0.670
2080,2695,DreaMS,0.623,score=0.623
2112,4747,DreaMS,0.661,score=0.661
1367,5129,DreaMS,0.641,score=0.641
1339,3005,DreaMS,0.765,score=0.765
2004,3038,DreaMS,0.638,score=0.638
709,989,DreaMS,0.668,score=0.668
3402,4861,DreaMS,0.601,score=0.601
2409,2948,DreaMS,0.729,score=0.729
2866,3670,DreaMS,0.705,score=0.705
3152,4746,DreaMS,0.727,score=0.727
1943,3547,DreaMS,0.668,score=0.668
2822,5449,DreaMS,0.609,score=0.609
3295,7122,DreaMS,0.634,score=0.634
6114,6205,DreaMS,0.913,score=0.913
