feature,log2FC,padj,Expression
368.00414_0.6964,4.43687238260011,0.4396089045725939,Not significant
234.95456_0.8346,1.0216776844205437,0.2616716531024547,Not significant
175.04685_0.8346,0.7565200892551988,0.10402288429329877,Not significant
293.04888_0.6916,2.3005534348595837,0.3798039209794913,Not significant
142.99824_0.6948,-0.09598967473253381,0.3636224717980733,Not significant
124.98775_0.6942,-0.12480867458902695,0.27305726740540065,Not significant
289.93673_0.6009,-0.2760422441674712,0.22602039296798995,Not significant
347.02503_0.6942,-0.456670478505445,0.03873679370119312,Not significant
268.03056_0.7032,0.11416220572064058,0.49409939116904916,Not significant
302.96664_0.7092,-0.2102101416168344,0.4787428816506448,Not significant
197.0312_0.7039,1.1842950762905564,2.695636106075534e-4,Up-regulated
147.02957_0.7053,0.31385112666747933,0.6372828036785316,Not significant
307.94691_0.7065,-0.22419567479383734,0.3827691145091004,Not significant
241.01169_0.7058,-0.7890636815440947,5.750307137343779e-4,Not significant
321.96236_0.7054,0.5373649525978236,0.037050188340292764,Not significant
335.9418_0.7071,-0.35457377439391796,0.21030780589715328,Not significant
245.94641_0.9315,-0.3950972003695747,0.16928946007021423,Not significant
220.00711_0.7014,1.876905470795955,0.0983965527738623,Not significant
240.9837_0.7117,-0.16917112591246022,0.25945760830025566,Not significant
273.94206_0.695,-0.09338520762212746,0.7320523766314003,Not significant
166.9958_0.7143,-0.2612212151822099,0.12800898640690853,Not significant
160.97569_0.453,-0.0628040541835051,0.4794278150115319,Not significant
130.98329_0.4543,-0.07501013697861363,0.46601389727307946,Not significant
159.97889_0.5645,-0.6853772528703376,0.24347430591714456,Not significant
226.96558_0.4865,-0.08423980922561658,0.4396089045725939,Not significant
272.93333_0.7335,-0.18235508167589334,0.5202776899087483,Not significant
355.0877_0.735,-0.1999578549734451,0.5949062580998971,Not significant
335.97831_0.7463,1.2946558971536732,0.26208427857672467,Not significant
380.00459_0.6981,3.737828086780117,0.34829187912767823,Not significant
517.14046_0.7948,-0.10707689307635877,0.4160468305433284,Not significant
274.97222_0.8049,0.9887168414182628,0.06099662609887146,Not significant
203.01686_0.7152,1.5749184362831674,0.14245756893451825,Not significant
105.01908_0.6905,0.16075016746059267,0.7064815494186384,Not significant
262.05635_0.8216,0.7549511083893458,0.3170489196895322,Not significant
136.03292_0.7978,2.512386324268842,0.27092324021494635,Not significant
132.04118_0.8346,0.7716014161567141,0.10262811702453802,Not significant
307.98324_0.817,-0.18501914399294894,0.3969310078856563,Not significant
210.06961_0.7918,0.48353577205670506,0.49565212168972694,Not significant
287.95723_0.8371,0.4857461322761501,0.2617343808717455,Not significant
270.98561_0.7125,0.4445326848530486,0.16394800627223036,Not significant
309.11867_0.8475,2.8673386938232834,0.4400468050097022,Not significant
217.95184_0.7829,0.7107437556345255,0.3965970244340993,Not significant
163.02451_0.8345,0.3966987529856,0.6303706177297266,Not significant
237.06118_0.8515,0.07026709298706088,0.40796951118577673,Not significant
337.07717_0.8578,0.870825857633006,0.39632423554513346,Not significant
286.10394_0.746,-0.8462909947592417,0.11160261767978205,Not significant
173.05626_0.7311,0.004410614904523173,0.9947464721350221,Not significant
119.03467_0.6536,1.2498163043562989,0.4472200868354867,Not significant
346.05524_0.8662,-0.19761760711927503,0.45632770759119434,Not significant
