Feature,Comp1_Loading,Comp2_Loading
332.92134_0.5158,-5.274760287728307e-4,-0.04411166079375722
298.87964_0.5164,0.00890917543238141,0.052376656048291295
128.9593_0.5164,0.011736217059266916,0.04583370234573951
196.94648_0.5164,0.011909122899377678,0.014540180322675256
212.92048_0.5164,0.010994453189967508,0.05160742773295803
280.90775_0.5164,0.010178546275994902,0.035593161675786245
296.88165_0.5164,0.010050146774928555,0.05118053081713872
364.86899_0.5164,0.007856568207338105,0.04683778719986322
366.86688_0.5164,0.00790045413288759,0.04338913218149389
380.84305_0.5164,0.009519051910682207,0.050732835683572036
432.85635_0.5164,7.621833599429606e-4,-0.029663896260196183
448.83038_0.5164,0.008995195066934848,0.0503098163838546
652.79262_0.5165,-4.01426787403527e-4,-0.04472890970635758
516.81755_0.5164,0.0010759202039539908,-0.0017277920560427812
532.79157_0.5164,0.007056237900060065,0.05235196114861413
464.80416_0.5164,0.009313118929295351,0.051207318872516595
600.77905_0.5164,0.0061677501326909395,0.025387324065630178
616.75289_0.5164,0.007362041144143221,0.05214207552511607
684.74038_0.5164,0.0048031397143809725,0.04491999994834334
440.88141_0.5012,0.0038446591078642642,0.0325183801195796
403.84818_0.5352,0.0013824536417341951,0.04436467035808634
381.86083_0.5301,2.0530945681070426e-4,-0.04700311352115266
424.90734_0.519,-0.00430648558937117,-0.01950312384446505
508.86856_0.5266,0.008156112474873467,-5.118449291260577e-4
273.95976_0.4523,-0.011904411172884337,0.025618162706209955
387.87441_0.5439,-0.013807467465945343,-0.018797647275609466
456.85816_0.5241,2.439804412407802e-4,0.036400257871909474
270.89983_0.542,6.602065512691843e-4,-0.05026787784623406
427.85402_0.5326,-0.0022637181858697697,-0.0044792318254254625
134.04697_0.5843,0.009300207766168257,0.00928368751190789
180.9306_0.5714,0.014763953775793322,0.022476816728974388
175.96827_0.5601,-0.0025707493648723387,-6.914339101843884e-4
244.96341_0.4512,-0.007021337210661481,0.01945258192320914
202.02037_0.591,-0.016165057302352487,-0.04304923416550097
229.02266_0.5947,0.003296838909596188,0.06470810902921825
213.04885_0.5947,-0.007479507335508487,0.038527562743805886
229.01417_0.5949,-9.090505410479021e-5,0.052219689740134266
230.03893_0.6524,0.0021158031080025235,-0.02905616053076923
202.01208_0.6001,0.006632866143265416,-0.0564930863178365
329.0863_0.6038,0.005796397401824218,0.06388233890091322
104.0351_0.6063,0.018027832477147246,-0.050841141702601365
272.08589_0.602,0.00772564545099023,-0.049007993703667214
313.11279_0.6038,0.005737118330168848,0.02843699319278266
299.0968_0.6057,0.02131877259646809,0.03185380162979256
131.08226_0.6081,9.842692309106316e-4,-0.008532884692946713
127.05102_0.6081,0.010665978875033915,0.05700601505246432
145.06153_0.6081,0.011314689140765702,0.0547398911502801
