id,log2FC,padj,pval,Expression
3035,3.0929921121432455,0.003875407176260575,6.657795525499383e-4,Up-regulated
3036,3.706020951933124,0.10112419860079087,0.045885325717636344,Not significant
3040,2.374234407935956,0.0019500081123210741,2.5977420460821757e-4,Up-regulated
3044,2.405943946805166,0.0020177517448004725,2.711463950255434e-4,Up-regulated
3049,2.0831355549680124,0.010523839474478595,0.0025161710436362437,Up-regulated
3050,2.0825533893207284,0.0021398895494674345,2.987629388436209e-4,Up-regulated
3051,1.9545798915501589,0.011685246582376638,0.0028867675192109027,Up-regulated
3052,1.5321536351286524,0.010230382846275513,0.002440056408942967,Up-regulated
3053,1.8051957149099918,0.011685246582376638,0.0028890225698138864,Up-regulated
3054,1.5745614270491395,0.005008949024125959,9.586644729129963e-4,Up-regulated
3055,2.021981090465863,0.00947135187032859,0.002198411516149568,Up-regulated
3056,1.8640284712885784,0.038544122000576726,0.013587980181704188,Up-regulated
3057,11.728127784544615,0.23007773221115274,0.12999506845362974,Not significant
3058,6.383119122319412,0.09695231029609472,0.043514533482382274,Not significant
3059,1.5184086492337974,0.014466023537515216,0.0037869171564175958,Up-regulated
3060,1.8394814590897366,0.03801045951357681,0.013311400015807585,Up-regulated
3062,2.0299498000271106,0.05389707181090245,0.02119512538927868,Not significant
3063,1.8986951217675316,0.01910027911273783,0.0054667465523368305,Up-regulated
3064,2.046912264034978,0.17300029846962972,0.08906647128890187,Not significant
3065,1.7773536971047428,0.013494443431335006,0.003470044602694312,Up-regulated
3067,1.8128831936094436,0.030679765332792472,0.010137351197804609,Up-regulated
3068,1.9657011545318022,0.031540707270821984,0.010531917378389656,Up-regulated
3070,5.666336042387323,0.044458822987953436,0.01626280685321862,Up-regulated
3071,1.7965716177824453,0.3133332150834449,0.20068636987019944,Not significant
3072,0.32627683982561295,0.45807252336700305,0.37626434147423404,Not significant
3074,8.62935662007961,0.43516970641728286,0.3506166628202075,Not significant
3075,-9.970105890612182,0.43516970641728286,0.3506166628202075,Not significant
3076,0.5646533828453059,0.5270006388768963,0.45219659240455035,Not significant
3077,0.7368445861787261,0.008587100376737608,0.0019432123598318383,Not significant
3078,-0.4644372526650425,0.4138797499563705,0.30406227631444727,Not significant
3079,2.070411724552932,0.008125273014528665,0.0017867092492680836,Up-regulated
3080,-0.35249653304479767,0.6274534706553891,0.559561472085347,Not significant
3081,0.771941853481765,0.12934048419602187,0.061999161708855166,Not significant
3083,12.020962582025971,0.3318302368791068,0.21813156932716155,Not significant
3085,11.292393535667358,0.41017030239587565,0.2996939498599301,Not significant
3086,9.792180232254807,0.43516970641728286,0.3506166628202075,Not significant
3087,0.39812403686889675,0.08024657531968968,0.03412463441459753,Not significant
3088,7.954844020986123,0.27536045821808103,0.16787536952446125,Not significant
3089,11.279538038247145,0.41182241293696364,0.30138021842623636,Not significant
3090,10.422196201060244,0.43516970641728286,0.3506166628202075,Not significant
3092,1.0362686380269956,0.09724920376036664,0.04373102647281176,Not significant
3093,8.961449694398196,0.43516970641728286,0.3506166628202075,Not significant
3094,-3.8210067806343164,0.31267607080521304,0.19953789975178515,Not significant
3095,1.0242389286659586,0.008370013083035975,0.0018794793775752682,Up-regulated
3096,1.1585264979361363,0.0017850378276837455,2.315668618810211e-4,Up-regulated
3099,0.738248161956928,0.36775017378200403,0.25115689588136864,Not significant
3100,0.6424749079531472,0.43693456728156194,0.3525469719718013,Not significant
3101,-0.4761003873464646,0.38801586153139817,0.2742520487263809,Not significant
3102,0.56899292066786,0.37573730356883994,0.2612019067857846,Not significant
3103,0.4256046902337787,0.46750947476176485,0.38673558645214057,Not significant
3104,0.3890422907458993,0.5547199584705547,0.4801764387458902,Not significant
3105,0.9414794512839524,0.4189451948327729,0.3092736778608428,Not significant
3106,8.521109643651332,0.43516970641728286,0.3506166628202075,Not significant
3107,-0.24451994439025354,0.5992185076614661,0.5298499893225297,Not significant
3108,10.697467168408792,0.3531538704890481,0.23810665264503011,Not significant
3109,0.37045138173591735,0.6556312078428582,0.589267141429445,Not significant
3110,2.8687211992079455,0.035170192011928954,0.012091671599214666,Up-regulated
3111,1.3778483032174749,0.29554548145636433,0.18426860608171258,Not significant
3113,0.8250781240285275,0.14631106469579397,0.07162316445725163,Not significant
3116,-0.37580107978152805,0.23007773221115274,0.12967551538817215,Not significant
3117,1.1141243748909477,0.00826912756547691,0.0018423943325059082,Up-regulated
3119,0.9446594728516001,0.1557449939348177,0.07755538964991503,Not significant
3120,0.3370896089544683,0.002216746419266763,3.133620592680764e-4,Not significant
3121,0.6293046617661622,0.3537236952498612,0.23869661808600287,Not significant
3123,1.4252527946252398,0.43211343170467875,0.3232681053939598,Not significant
3124,0.4589354727889061,0.43516970641728286,0.34719605398731634,Not significant
3127,0.626256580602091,0.005591584324146307,0.0011055462209182115,Not significant
3128,12.513123057056738,0.42967351255891695,0.31919317948675796,Not significant
3129,0.3708668905609292,0.2939043012676929,0.1829421770543522,Not significant
3130,-0.05924864204084063,0.7666788801893213,0.7109285253180793,Not significant
3132,4.683538953563108,0.001746727242238377,2.25580830585759e-4,Up-regulated
3133,1.1419319498062301,0.0326323792302846,0.010972376495116056,Up-regulated
3134,10.977190467909072,0.43516970641728286,0.35061666282020754,Not significant
3135,4.491718779688586,0.2091860624377994,0.11426743026707019,Not significant
3136,2.1262531857836953,0.2711160515821109,0.16464357790835382,Not significant
3138,8.529137690517398,0.4173053051670705,0.30782031818024747,Not significant
3139,0.5878672713669284,0.2610963899588607,0.155178000406291,Not significant
3140,8.269126679149418,0.43516970641728286,0.3506166628202075,Not significant
3141,3.03271921783023,0.28634882085861196,0.17657344392677643,Not significant
3142,9.773345291291271,0.3235785530287543,0.210071940186207,Not significant
3144,-0.7786242712407543,0.1090827863004809,0.05044840902203741,Not significant
3150,1.222327173789237,0.013494443431335006,0.0034776256195936054,Up-regulated
3151,0.7867468173326326,0.22843961283079306,0.12810691493245172,Not significant
3152,0.8600334251363081,0.20903797677105831,0.1140552873248509,Not significant
3153,1.076825865905714,0.249310235321235,0.14546722863711384,Not significant
